ts,open,high,low,close,volume
2026-01-24 20:29:00,887.4,887.4,887.4,887.4,0
2026-01-24 20:30:00,887.4,887.5,887.4,887.4,0
2026-01-24 20:31:00,887.4,887.4,887.4,887.4,0
