Date,close,high,low,open,volume,SMA_20,EMA_20,EMA_50,RSI_14,ROC_10,MACD,MACD_SIG,ATR_14,OBV,ADX_14,CCI_20
2024-12-26,594.3603515625,595.4870738828115,591.1381803052061,592.5416816588521,41219100,592.7463226318359,589.997869791688,582.9936653177987,56.04823460246234,-0.6743090397802555,1.4236213525140329,2.355587110120632,6.146689305104902,21504700.0,20.265443176943297,-8514.54874588089
2024-12-27,588.1038208007812,590.8416891446476,583.9031498920888,590.6044241129971,64969300,592.6568115234376,589.8174841735064,583.1940635720333,49.319630958069695,-1.2108459712389095,1.1320860145790448,2.110886891012315,6.454583045483925,-43464600.0,19.97797261961095,-8198.046450961363
2024-12-30,581.392578125,584.8717412480703,577.6268027117767,581.066451827259,56578800,592.0485107421875,589.0151121688867,583.1234170839144,43.31294696721297,-2.3187656165815564,0.35540408605379525,1.759790330020611,6.741899834306827,-100043400.0,20.502694602270836,-6917.05873249708
2024-12-31,579.2774658203125,583.7845361057068,577.6366994322016,583.0629680945224,57052700,591.2812622070313,588.0877172785464,582.9725954657339,41.59362614699634,-3.0879596703663066,-0.42588449292020414,1.322655365432448,6.699466751392429,-157096100.0,20.98993644331216,-6031.595517703796
2025-01-02,577.8541259765625,584.2687872048679,573.7621642800276,582.5489929538754,50204000,590.429052734375,587.1130895355003,582.7718711720408,40.430548575239655,-2.926121289518192,-1.1466945694762671,0.828785378450705,6.971406478067275,-207300100.0,21.891605504936372,-5372.875510461731
2025-01-03,585.0792846679688,585.7217039617416,579.623335665357,580.7106042287589,37888500,589.7534027099608,586.9193938338306,582.8623579758028,48.32916215665015,1.3069268550033533,-1.1219981290649912,0.4386286769475658,7.0354187285752605,-169411600.0,22.406602705443678,-5291.093874299743
2025-01-06,588.4497680664062,592.7394211491448,586.7101863614566,589.3492396720658,47679400,589.2955322265625,587.0651437607426,583.0814720970029,51.556136581250676,1.921819520942676,-0.820992292069036,0.18670448314424548,7.080041425189606,-121732200.0,21.50709285946197,-5625.169178979668
2025-01-07,581.7979125976562,590.8120540414599,579.9694092503468,590.4858673836275,60393100,588.4484222412109,586.5635026975915,583.0311364303619,45.51473956041252,-0.42628292011321445,-1.106437815666709,-0.07192397661794542,7.348798808469857,-182125300.0,21.534135569657586,-5850.851809552883
2025-01-08,582.6478881835938,583.7252632975457,578.4077031433151,581.8670792861259,47304700,587.7979766845704,586.1905870295917,583.0161070873514,46.37938319296768,-0.8744058213696317,-1.2496641727051383,-0.30747201583538397,7.203710333167052,-134820600.0,21.73957112049513,-5950.749877074425
2025-01-10,573.7523193359375,579.148967552338,571.8348342474784,579.0797727939155,73105000,586.7953491210939,585.0059901063865,582.6528212931784,39.342614287528235,-3.4608382237799353,-2.0572553955800004,-0.6574286917843073,7.461520590520503,-207925600.0,22.620189767500438,-5747.174224581478
2025-01-13,574.6419067382812,574.9977137931114,568.6719735158341,569.0871420731995,47910100,585.6076751708985,584.0189345475194,582.3386677812216,40.31781192206221,-3.3175908810844117,-2.59557481849356,-1.045057917126158,7.380393425288846,-160015500.0,23.7303608501227,-5825.523392211211
2025-01-14,575.4325561523438,578.209938228887,571.637100270467,577.5773521941201,48420600,584.6136962890625,583.2011842241693,582.0678398742068,41.22229734247544,-2.1545965525583384,-2.9246841017798033,-1.4209831540568874,7.322710891941071,-111594900.0,24.13357391204992,-6040.306279781928
2025-01-15,585.8997192382812,587.0462287462195,582.3612548768964,583.4781439602939,56900200,584.1489959716797,583.4581875588466,582.2181096531901,51.665699305787264,0.7752319659492127,-2.3142161533193075,-1.5996297539093713,7.629208156364978,-54694700.0,23.042887049284598,-6823.127261475382
2025-01-16,584.7728881835938,587.4513947839769,584.0711073889483,587.2734912712623,43319700,583.5008758544922,583.5833971421558,582.3182970465393,50.62292311757566,0.9486684166972047,-1.8994461222405334,-1.659593027575604,7.325713816269517,-98014400.0,21.96970310434281,-7823.966719598262
2025-01-17,590.64404296875,592.4033515473359,588.6968769367569,590.0312439926065,58070600,583.2694519042968,584.2558396018314,582.6447968866261,55.64601211738236,2.213347005279712,-1.0844835096479528,-1.544571123990074,7.347481641088991,-39943800.0,20.54339218162029,-8231.860192329535
2025-01-21,596.0504150390625,596.0603086218102,591.721248666258,593.6980347606263,42532900,584.1954040527344,585.3791325006154,583.1705074024079,59.71048831638081,1.8751527628122817,-0.0023437077381913696,-1.2361256407396974,7.20953764194408,2589100.0,19.699870746689008,-7300.6543523449545
2025-01-22,599.4011840820312,600.7651715456991,598.3337025176967,598.8872003053638,48196000,585.2977600097656,586.7145659845597,583.807004527099,62.03271545093792,1.8610621687574764,1.112811145706928,-0.7663382834503725,7.031338989422118,50785100.0,19.483199327246663,-6538.285394143097
2025-01-23,602.6727294921875,602.6727294921875,598.4918457286775,598.7685644436611,41152100,586.2169647216797,588.2343910805243,584.5468368786711,64.20222641990784,3.587984150944742,2.234804341145491,-0.1661097585311998,6.827735044714109,91937200.0,19.49963790086405,-5696.701469985874
2025-01-24,600.913330078125,603.6907726306447,599.7569270310084,602.7319999441287,34604700,586.8732543945312,589.4419090802959,585.1886601413948,62.145584133110106,3.134902273734109,2.9480400328471887,0.456720199744478,6.621028655779976,57332500.0,19.63293184176627,-4946.1031616196005
2025-01-27,592.4132080078125,592.7295010606359,587.7381276298589,587.9061375768574,70361100,586.7778747558594,589.7248899305356,585.4719757439995,53.26755022676879,3.252429322372616,2.795174611530456,0.9244110821016736,7.089183926671841,-13028600.0,18.502402278296387,-5019.503398210104
2025-01-28,597.50341796875,598.3435279756633,590.3177808049226,593.6486607361097,44433300,586.9350280761719,590.4657021246512,585.9437970077153,57.20981597093053,3.978392623718087,3.049611049131613,1.3494510755076616,7.156081301248189,31404700.0,17.609467587040008,-4940.488558806765
2025-01-29,594.8248291015625,597.1179082556828,592.2648645148614,596.7126333153398,37177400,587.271078491211,590.8808570748333,586.2920727761015,54.59962630990246,3.370034027773137,3.0005258293667794,1.6796660262794854,7.01911502643679,-5772700.0,16.78031394515909,-4653.611337903087
