Date,close,high,low,open,volume
2021-04-16,390.7780456542969,391.38678681954315,389.34515029209115,390.7686711718235,82037300
2021-04-19,388.8580627441406,390.290957841952,387.5282011923073,389.8414400580011,78498500
2021-04-20,386.0110778808594,388.7457400683616,384.53133874397116,387.6406372471208,81851800
2021-04-21,389.6635437011719,389.8695822374006,385.252449845648,385.3929527509193,66793000
2021-04-22,386.1047058105469,390.3284815889521,385.0370723441207,389.49498152787896,97582800
2021-04-23,390.2910461425781,391.7052211795834,386.59175516511834,386.6666652858134,73209200
2021-04-26,391.1058349609375,391.67713539485504,390.35661941365066,390.94664023299106,52182400
2021-04-27,391.0216064453125,391.60228144560665,389.87903399432275,391.405588757118,51303100
2021-04-28,390.9091491699219,392.4169832445719,390.44088233369035,391.2931314053205,51238900
2021-04-29,393.4002990722656,394.018414673779,390.0100520360835,393.64380695245677,78544300
2021-04-30,390.8155212402344,391.9768425215657,389.91645684560837,391.12459338199886,85527000
2021-05-03,391.65838623046875,393.1942865637714,391.16202453619707,392.81030433526104,68128300
2021-05-04,389.2421569824219,390.15997035681755,385.54286577673696,389.6636086069614,101591200
2021-05-05,389.3638916015625,391.12457955682845,388.8019656570056,390.8904461283248,60162200
2021-05-06,392.47314453125,392.6042443739079,387.42521468380295,389.4387562175052,74321400
2021-05-07,395.3294982910156,395.98508314320065,392.5573672609353,393.24104697360065,67733800
2021-05-10,391.41485595703125,395.9102058149185,391.2931020158375,395.68544689624537,81852400
2021-05-11,387.9216003417969,388.91432373758846,384.03499135856697,386.882061695176,116888000
2021-05-12,379.6802062988281,386.40451274351267,378.35969008937127,385.13084037682137,134811000
2021-05-13,384.2410888671875,386.1797207054135,381.18797951311626,381.2348233518727,106394000
2021-05-14,390.1412353515625,390.993484533841,386.9570261679269,386.98512103851886,82201600
2021-05-17,389.1484069824219,389.96321517156963,387.1254911025353,389.0266816298111,65129200
2021-05-18,385.79571533203125,389.6542298098184,385.63649201897573,389.41072188893645,59810200
2021-05-19,384.78411865234375,384.96206229388804,379.60508982913154,381.09420316220917,106467100
2021-05-20,388.92364501953125,390.18797100710896,385.54277267912516,385.6644980307786,78022200
2021-05-21,388.6052551269531,391.65836381551816,388.1463628077777,390.41275811955995,76578700
2021-05-24,392.56683349609375,393.64384150721315,390.609452962444,390.85296086401064,51376700
2021-05-25,391.6958312988281,394.00907059694083,391.1151849988608,393.6531832309636,57451400
2021-05-26,392.47314453125,392.9788520995929,391.24628779570753,392.28582637803873,43088600
2021-05-27,392.67919921875,394.0184354690083,392.3982219773763,393.5033533975978,56707700
2021-05-28,393.3816223144531,394.514820085861,393.14748889006984,394.25259179378133,58520200
2021-06-01,393.0351257324219,395.89154219615915,392.5949537330821,395.75106785184676,54216600
2021-06-02,393.6532897949219,394.49619318704174,392.6793150968119,393.69075915430983,49097100
2021-06-03,392.1921691894531,393.33474133577215,389.86020964865565,391.3305742743036,58138800
2021-06-04,395.7791442871094,396.07884192817824,392.25776845640075,394.046551239309,55938800
2021-06-07,395.3951416015625,395.94769302205015,394.45860795719597,395.7697493431614,51555000
2021-06-08,395.4794921875,396.350461762709,393.64389394087016,396.25680266649715,47134300
2021-06-09,394.88946533203125,396.3972995901698,394.66470636912584,396.32236088203933,48436300
2021-06-10,396.72503662109375,397.6803193100831,394.79577943846573,396.1162954173843,51020100
2021-06-11,397.3805847167969,397.4929641801739,395.9851587453018,397.2775797356141,45570800
2021-06-14,398.2702941894531,398.37329916833056,396.24737815172665,397.4929552839291,42358500
2021-06-15,397.5398254394531,398.4576101510953,396.6594814967525,398.42016938215374,51508500
2021-06-16,395.32012939453125,397.9049709181648,393.2691473890308,397.6802120311474,80386100
2021-06-17,395.18914794921875,396.1724969552145,392.707339225867,394.9081992562891,90949700
2021-06-18,389.85784912109375,392.59205290595094,389.6511365019584,391.89675985715155,118676300
2021-06-21,395.4390563964844,395.62698739769405,390.80684682653913,391.62429220073597,72822000
2021-06-22,397.55316162109375,398.389417322035,394.7061817905028,395.42969035743977,57700300
2021-06-23,397.07391357421875,398.43631275956346,396.98935323920347,397.6282726643682,49445400
2021-06-24,399.4229736328125,399.84577537805154,398.97195643031233,399.225666151701,45110300
2021-06-25,400.84173583984375,401.2927530302253,399.8457646343818,400.17462954356137,58129500
2021-06-28,401.6497802734375,401.8189009566946,400.1652287077761,401.36791246800897,53159600
2021-06-29,401.865966796875,402.67400709351523,401.3303892006845,402.03508750906747,35970500
2021-06-30,402.2041015625,402.8806129061164,401.37725117872,401.4054379566106,64827900
2021-07-01,404.4309997558594,404.59074396913576,402.89945103578833,402.9652297515047,53441000
2021-07-02,407.5223083496094,407.87936005714425,404.51558429333807,405.5961445685343,57697700
2021-07-06,406.7799987792969,407.79478028651687,404.036389732283,407.57866250692047,68710400
2021-07-07,408.2175598144531,408.4994562952336,405.44576413602323,407.46589321419077,63549500
2021-07-08,404.89141845703125,405.6524902342203,401.6967636141339,402.8806657894251,97595200
2021-07-09,409.2135925292969,409.5142706843359,404.6941297476529,406.4042044959093,76238600
2021-07-12,410.6793518066406,410.93306153821294,408.69681441503684,409.1290213300447,52889600
2021-07-13,409.2792663574219,411.393360705424,409.01618020775123,409.88999898977454,52911300
2021-07-14,409.8900451660156,411.46859091611077,408.64039298286,410.9799818157925,64130400
2021-07-15,408.49005126953125,409.22293624099797,406.5826693133908,408.54642483085615,55126400
2021-07-16,405.2860107421875,409.7209124013847,404.89139582198015,409.67394399277407,75874700
2021-07-19,399.30084228515625,405.3518538666455,396.48204913878226,400.4471526449849,147987000
2021-07-20,405.0229797363281,406.3008475109484,399.16927577919,399.96793955404695,99608200
2021-07-21,408.30218505859375,408.44314765851226,404.97602971576475,406.2256820890456,64724400
2021-07-22,409.1572265625,409.40153115228975,407.49414887432897,408.4807150382148,47878500
2021-07-23,413.36663818359375,413.7048796113906,410.4069109933799,411.0927990022728,63766600
2021-07-26,414.3813171386719,414.3907222902915,412.727644885463,412.7746132950754,43719200
2021-07-27,412.4927978515625,413.366616835825,409.6551944295432,413.33843005163095,67397100
2021-07-28,412.3235778808594,413.7047874183934,410.89539993579183,413.12224152861904,52472400
2021-07-29,414.0337219238281,415.1142535469897,413.24446329453843,413.25386844732344,47435300
2021-07-30,412.0229187011719,413.47928339111706,411.32759703614965,411.4591544529141,68951200
2021-08-02,411.1585693359375,414.29682232930344,410.80151760882893,413.7424631066734,58783300
2021-08-03,414.5035095214844,414.62566180738776,409.75855272178563,411.9572078453096,58053900
2021-08-04,412.464599609375,414.4753237326035,412.2297001895343,413.21626628316693,46732200
2021-08-05,415.07666015625,415.1612205024383,413.3102120156651,413.62967177045795,38969700
2021-08-06,415.76251220703125,416.18534257573646,415.11418760127896,415.39608407182965,46930000
2021-08-09,415.4242858886719,416.0538002146291,414.65380898521596,415.73434047583487,41222600
2021-08-10,415.9411315917969,416.65523506872177,415.189464849743,415.8753528664489,43339300
2021-08-11,416.974609375,417.0685748670529,415.88467275051914,417.0122013066696,44034300
2021-08-12,418.22430419921875,418.36526678880125,415.9223071173895,416.8243128497932,38909400
2021-08-13,418.9854431152344,419.0042247475867,418.18677928941827,418.6753597988097,39470300
2021-08-16,419.97198486328125,420.1035136305941,416.1196285607499,417.679364182721,73740000
2021-08-17,417.2189636230469,418.08337743473044,414.2216447172126,417.40686595529536,92673900
2021-08-18,412.6524353027344,417.77325329801437,412.4081594440344,416.2041128102062,89351900
2021-08-19,413.2914733886719,414.494186096588,409.7773868022581,409.91832073701414,92812200
2021-08-20,416.58001708984375,416.9088820154154,413.1504912643013,413.6391004134635,72008700
2021-08-23,420.2444763183594,421.15588723398355,416.6552062239017,418.27131541425854,54973000
2021-08-24,420.91156005859375,421.44713760045585,420.3947928212322,420.91156005859375,38744700
2021-08-25,421.7947692871094,422.3115365062703,420.7236142411114,421.0994762269488,40529700
2021-08-26,419.3049011230469,421.7478323338368,419.2109356131901,421.5129328963187,57829600
2021-08-27,423.0538635253906,423.4296968697422,420.05654457482467,420.11291814276507,77235100
2021-08-30,424.9141845703125,425.7034430235018,423.48597802947864,423.7302825534086,48357400
2021-08-31,424.2846984863281,425.1585173900656,423.68337092085335,424.8202760109067,59300200
2021-09-01,424.5101623535156,425.74103285220224,424.2752629656099,425.22426566850635,48721400
2021-09-02,425.8162841796875,426.624324438472,424.6136002700282,425.93843646863075,42501000
2021-09-03,425.712890625,426.22968653702213,424.27530736753846,424.67935614944514,47170500
2021-09-07,424.1907958984375,425.4592586068878,423.5142843655472,425.3652930962159,51671500
2021-09-08,423.6739501953125,424.38805353516796,421.74775794287143,423.65516856635304,56181900
2021-09-09,421.8605651855469,425.233717323856,421.6162606196501,423.47667429804756,57970400
2021-09-10,418.534423828125,424.21897874285884,418.41227153281125,423.7961769601356,89948200
2021-09-13,419.60540771484375,421.80409093459383,417.2846009155413,421.5410048011369,83738600
2021-09-14,417.34112548828125,421.259231862823,416.44849619831564,421.0525192206334,78197100
2021-09-15,420.82696533203125,421.3249508984544,416.65514981646095,417.7638680701213,78792200
2021-09-16,420.159912109375,421.27800698138066,417.20015644327026,420.30084602817857,77786700
2021-09-17,416.067138671875,419.80929334170304,415.7089430523476,419.38513702866646,118425000
2021-09-20,409.1294860839844,411.50484731751953,404.24675595478044,409.92127316182945,166445500
2021-09-21,408.7430419921875,412.77740239408223,408.2151839034243,411.4765989731629,92526100
2021-09-22,412.730224609375,414.7756961285755,408.85612048010717,411.0241068459511,102350100
2021-09-23,417.74493408203125,419.3568141940667,414.37041068440186,414.60606264353015,76396000
2021-09-24,418.4330139160156,419.1494050182944,415.8879614592612,416.10477159971555,62094800
2021-09-27,417.2359313964844,418.5649830834851,416.5383820618651,417.39615861384715,61371100
2021-09-28,408.8279113769531,414.785200381323,408.0926783443076,414.4552818535476,130436300
2021-09-29,409.5159606933594,411.95731138665417,408.95039027329,410.2134812439846,82329200
2021-09-30,404.5107421875,411.7028158417851,404.1713884067889,410.9958599619211,140506000
2021-10-01,409.3179931640625,411.0052691446982,402.7103321875053,406.24511136235,129240100
2021-10-04,404.03936767578125,409.0540186452384,401.89019456102386,408.1491233316218,128570000
2021-10-05,408.2434387207031,410.49625637556306,404.74637188186426,405.5475654887487,90682500
2021-10-06,409.9401550292969,410.14752991038995,403.00257494565346,404.6332681429632,113032200
2021-10-07,413.48431396484375,416.33097897892,413.05072245970354,413.2298202312821,72437500
2021-10-08,412.730224609375,414.64374599907245,412.0986935121197,414.25727336121037,74557400
2021-10-11,409.74212646484375,414.9924580405228,409.67613702470845,412.07036853817755,65233300
2021-10-12,408.73358154296875,411.0712591964954,407.9417944585742,410.66594475438393,71181200
2021-10-13,410.2040710449219,411.02413525942126,406.77299348127605,409.761044211489,72974000
2021-10-14,417.1039733886719,417.25479409651945,413.4089379616776,413.8802418864106,70236800
2021-10-15,420.280517578125,420.6481484124566,418.602676915053,419.22480148892544,66260200
2021-10-18,421.5247497558594,421.86407472825306,417.82971482631206,418.48955173855063,62213200
2021-10-19,424.77685546875,424.84281616223996,422.54285048962834,423.1555686629108,46996800
2021-10-20,426.4450988769531,426.74674020652844,425.1254540176867,425.2385623247523,49571600
2021-10-21,427.5574951171875,427.7837117980896,425.40835035029045,425.8419419107225,41305400
2021-10-22,427.1144104003906,428.5754696428719,425.1632054936649,427.12384568285273,58845100
2021-10-25,429.4049987792969,429.73491728325956,426.42638325821224,428.2078971538363,45214500
2021-10-26,429.7914123535156,432.1762087588682,429.4143750148794,430.96026549922436,56075100
2021-10-27,427.88739013671875,430.92258842537706,427.8119654031517,430.25334493703315,72438000
2021-10-28,432.0159912109375,432.09138717390806,429.31071156896627,429.32011808552153,51437900
2021-10-29,432.8926086425781,433.18481474342184,429.41438374816806,429.7065898490118,70162400
2021-11-01,433.6373291015625,434.25945374272055,431.9029340865654,433.88238758484846,48433600
2021-11-02,435.3905334472656,435.70161012769955,433.6749803616617,433.80695926029597,48908400
2021-11-03,438.0487365722656,438.4540510581206,434.3819780993795,434.82500495506815,52509800
2021-11-04,440.113037109375,440.1978683644072,438.3032173703606,438.6519776741961,52847100
2021-11-05,441.6400146484375,443.63833850613855,440.1224299556743,442.34697047164906,66390600
2021-11-08,442.01708984375,443.2424973018923,441.3290045272223,442.74291629469593,50405200
2021-11-09,440.5560607910156,442.6203742803155,439.1421490184052,442.3847223182138,51149100
2021-11-10,437.0118713378906,440.5560862579335,435.52256350840406,438.85937477305515,69429700
2021-11-11,437.15325927734375,438.5860417082733,437.1344174749775,438.51061696658724,34848500
2021-11-12,440.45233154296875,441.0084666869661,437.4736874755457,438.4257305483091,53466700
2021-11-15,440.6031494140625,441.9039527580955,439.4720373333301,441.7437255438924,46980500
2021-11-16,442.3470153808594,443.4875628369249,440.2638600648137,440.33925603652415,48857500
2021-11-17,441.2724609375,442.2621876920173,440.6503362929629,442.08308989588795,47858300
2021-11-18,442.7711486816406,443.03507770094774,439.57569460199926,442.309251323274,50625600
2021-11-19,441.9793701171875,443.9117045350223,441.61173927995986,442.65802009464244,57315600
2021-11-22,440.7351379394531,446.36250768150074,440.5277630718727,443.86460275344604,72762000
2021-11-23,441.319580078125,442.17735669005066,437.7942358564973,440.4052492954006,73206500
2021-11-24,442.497802734375,442.6203463495124,438.49171963144255,439.31178380523045,61858800
2021-11-26,432.628662109375,437.2757112190327,431.49752135014876,435.80524549170127,112669600
2021-11-29,437.93560791015625,439.78311122075047,435.23032801383044,437.4360269059508,86268800
2021-11-30,429.41436767578125,437.39825616004947,429.16928046510924,435.4847636522218,148559600
2021-12-01,424.644775390625,438.0015393624395,424.4468358250854,435.1454391380923,131939200
2021-12-02,431.1487731933594,432.72294077139185,424.46568778929884,424.86159569596447,127637800
2021-12-03,427.3972473144531,433.8823649056814,423.1555121550906,432.81724224030523,137331600
2021-12-06,432.458984375,434.3441997298268,427.5291358663307,429.95164450114794,98977500
2021-12-07,441.4043273925781,441.9698977591198,432.3270107462003,437.7564402392346,95484700
2021-12-08,442.5732116699219,443.02567377766377,440.03759434211855,441.80029512259415,72238800
2021-12-09,439.585205078125,442.67695787577196,439.3872654713124,441.28188781159673,61272600
2021-12-10,443.72320556640625,443.87402627279704,439.7359928119884,442.2998872884148,77159800
2021-12-13,439.7925109863281,443.55350675639556,439.50971139770047,443.2047464865836,87724700
2021-12-14,436.7666931152344,439.010104059482,433.8351969554868,436.5121993902541,97264100
2021-12-15,443.5912780761719,443.8363365662243,434.29714933729264,436.8233603406868,116899300
2021-12-16,439.679443359375,445.73096965038803,438.1241173932083,445.4481988016898,116568600
2021-12-17,435.0,439.6066233902404,433.2878879980251,436.58913784705305,135511600
2021-12-20,430.37445068359375,430.77172069522163,426.74212338428225,429.9014909487797,107134800
2021-12-21,438.0174255371094,438.1593076705926,431.6324697258457,433.80807275170514,69806300
2021-12-22,442.39703369140625,442.5105393973741,437.5633706863754,437.7620345389874,58890200
2021-12-23,445.1496887207031,446.65369714760357,443.29569472408735,443.3997320049562,56439700
2021-12-27,451.449462890625,451.4967473096525,446.4833864717361,446.5306708907636,56808600
2021-12-28,451.0805969238281,452.9156829394374,450.31440448987655,451.88463421803556,47274600
2021-12-29,451.65765380859375,452.6792341682965,450.18202169614966,451.1846940580111,54503000
2021-12-30,450.4090270996094,453.0954349828374,449.9455357877482,452.08329420204046,55329000
2021-12-31,449.2738952636719,451.07113645073605,448.9995994066956,449.9171424306895,65237400
2022-01-03,451.87518310546875,452.0076256878553,448.2239477980202,450.5414331852414,72668200
2022-01-04,451.7237548828125,454.02236074484955,449.86029268767675,453.30345283185306,71178700
2022-01-05,443.0497741699219,452.1306070232727,442.9551764477384,451.3549461154086,104538900
2022-01-06,442.633544921875,445.3577975269539,440.25927789073734,442.58626049675826,86858900
2022-01-07,440.883544921875,443.82536910158984,439.5214187529986,442.6429699179935,85111600
2022-01-10,440.3349914550781,440.5525344629994,431.9068453269315,437.6769599949702,119362000
2022-01-11,444.345703125,444.4403008522665,437.06211113308007,440.0701572039839,74303100
2022-01-12,445.54693603515625,447.6090622228809,443.57943642604664,446.086117009949,67605400
2022-01-13,439.40789794921875,447.3063299976346,438.37684936061635,446.6536433613465,91173100
2022-01-14,439.58758544921875,439.9375709453567,435.0282478353109,436.2484917240643,95890900
2022-01-18,431.802734375,435.0850758226512,430.68655641963403,434.8769724015517,109709100
2022-01-19,427.3191223144531,434.7540355227191,427.0447975842269,433.35409317640193,109357600
2022-01-20,422.5894775390625,433.93104152080394,420.4611589616414,429.2109131132616,122379700
2022-01-21,414.2938232421875,423.8286788760082,414.2654468125429,421.4638801817185,202271200
2022-01-24,416.05316162109375,416.5639661506676,398.00503320354795,408.6655338392634,251783900
2022-01-25,410.9736328125,415.9397100242834,404.0494953719495,409.6398828972748,167997300
2022-01-26,409.9425964355469,420.02610174271774,405.66702183195844,416.8856420829711,186391100
2022-01-27,407.918212890625,417.70848301575546,406.2250381977337,414.55858457806625,149878300
2022-01-28,418.0491027832031,418.0963872077387,404.68325664580124,409.28041120998864,164457400
2022-01-31,425.5786437988281,425.92862939350965,416.0248511182764,417.37750906908354,152251400
2022-02-01,428.4542236328125,429.0974419265007,422.7692385378579,426.3069680203135,123155400
2022-02-02,432.61627197265625,433.3446195666415,428.54880096336996,430.8663151934965,117361000
2022-02-03,422.4476318359375,428.4731341093042,421.60574966980835,426.5623872138765,118024400
2022-02-04,424.4340515136719,428.2933900112805,419.8273997309541,422.21113512307284,118454400
2022-02-07,423.0719909667969,426.6002524449654,421.73824092526803,425.20030997339467,84472900
2022-02-08,426.5528869628906,427.4798983462463,421.142226961754,422.5705744611604,81012000
2022-02-09,432.7960205078125,433.11762967701776,430.4028453031969,430.6014803174058,92589900
2022-02-10,425.02044677734375,432.9566943194649,423.01510257458125,426.9311932811304,140103700
2022-02-11,416.6396179199219,427.1866126231048,415.20183093771124,425.1056074278394,153214600
2022-02-14,415.27752685546875,417.7180150863629,411.7965503726483,416.1288774138365,123006300
2022-02-15,421.9746398925781,422.14489845233356,419.2125426099258,419.7328155876255,88482700
2022-02-16,422.4476318359375,423.82866614912444,418.03964373808554,419.92201420472077,84863600
2022-02-17,413.42352294921875,422.41922551305055,412.8181495554297,419.25038980867765,102259100
2022-02-18,410.7465515136719,414.9369671200802,408.46688251728386,413.6788782748005,132642900
2022-02-22,406.3386535644531,411.9479493682577,402.82927137444875,408.5331937704951,124391800
2022-02-23,399.1306457519531,409.82899033879875,398.563088419039,409.2614330058846,132578000
2022-02-24,405.13726806640625,405.57241177540527,388.43235684105287,388.79178196515704,213942900
2022-02-25,414.0762634277344,414.1613927191471,404.7211056644664,406.3764647986721,121804500
2022-02-28,413.0168151855469,414.501915654171,407.4075197600478,408.66557993038384,145615000
2022-03-01,406.7264404296875,413.5276033325065,404.0116274603765,411.5127903599292,137785900
2022-03-02,414.20867919921875,415.9396990802248,408.23046138487615,408.9871853932259,117726500
2022-03-03,412.1465148925781,417.2544736461627,410.3398054569245,416.6491002687027,105501700
2022-03-04,408.7980041503906,409.9330901221698,404.7400017983939,408.4007052966077,113978200
2022-03-07,396.7469787597656,408.92095717943505,396.6807574716845,408.21151760843173,137896600
2022-03-08,393.7389221191406,404.106189919639,392.67002865476115,396.92666565064377,164772700
2022-03-09,404.29547119140625,406.28190798476885,399.9537039976244,402.14824424299974,116990800
2022-03-10,402.4697570800781,403.3683631013067,397.7023156906367,399.6698151473772,93972700
2022-03-11,397.3524169921875,405.5818994399163,396.84161237205296,404.9670575295323,95636300
2022-03-14,394.44842529296875,401.5901058587185,393.30387079878767,398.1280659463087,95729200
2022-03-15,403.1225280761719,403.7562779787934,395.79165191371726,397.06862015150375,106219100
2022-03-16,412.0614318847656,412.1181847431763,401.8265763662033,406.6413318363514,144954800
2022-03-17,417.2166748046875,417.2166748046875,409.7628253475534,410.1411873324134,102676900
2022-03-18,421.786376953125,422.10898522065065,414.8597246560477,415.59983278904184,106345500
2022-03-21,421.6629943847656,423.6271083158259,418.1427105740209,421.6155341135983,88349800
2022-03-22,426.5970458984375,427.53640601074585,423.0577952903336,423.0577952903336,74650400
2022-03-23,421.1031799316406,425.55332638564335,421.0177861842086,424.0541434470879,79426100
2022-03-24,427.4510192871094,427.4605171330371,422.01408163043,423.1337270897033,64736900
2022-03-25,429.53851318359375,429.8136901005225,425.4963689988191,428.08676165984116,77101300
2022-03-28,432.5938415527344,432.5938415527344,427.0430166243515,428.9407325686296,68529800
2022-03-29,437.9454650878906,438.4388898555026,433.79895962879624,436.4937132848256,86581500
2022-03-30,435.24114990234375,437.6132947591107,433.1251862656429,436.79726187082275,79666900
2022-03-31,428.5422668457031,435.29813157975457,428.086804553789,434.47262970310084,121699900
2022-04-01,429.7568054199219,430.26916792356127,426.1701231101965,430.12684500588364,89048800
2022-04-04,433.43829345703125,433.54268288752115,429.13049927776314,429.9560010487496,59601000
2022-04-05,427.9634704589844,434.4156939980702,426.81536025846015,431.93918824030493,74214500
2022-04-06,423.68408203125,425.9708333848193,420.790076589019,424.0351838301639,106898000
2022-04-07,425.81890869140625,427.6407284264282,420.84690303643987,422.80154780721716,78097200
2022-04-08,424.680419921875,427.5839233445298,423.1337766107068,425.05995736438757,79272700
2022-04-11,417.4216003417969,422.2417859664236,416.91870678869503,421.39728849520446,89770500
2022-04-12,415.8749694824219,422.95344185969435,414.3188285059621,420.4199783284058,84363600
2022-04-13,420.63824462890625,421.3973194587367,415.44799012468565,415.62827546421886,74070400
2022-04-14,415.4005432128906,421.98561991128474,415.29615377751963,420.86594548757074,97869500
2022-04-18,415.57135009765625,417.2603162227855,413.332030102549,414.4706713145492,66002500
2022-04-19,422.27978515625,423.000897567329,415.2961750081894,415.4669625036937,77821000
2022-04-20,421.9666442871094,424.6803932967964,420.7995674484736,424.06364137177405,65224400
2022-04-21,415.65673828125,426.9956031035997,414.745842697952,425.6007806681519,85417300
2022-04-22,404.2514343261719,415.6756627769985,403.6821137856455,414.5655152319754,132471800
2022-04-25,406.5951843261719,406.76597183059135,397.4197139696294,402.00271470283917,119647700
2022-04-26,394.8198547363281,404.25150641243613,394.7913901520683,404.0522253657664,103996300
2022-04-27,395.9300537109375,401.2911257473321,393.7856538532341,395.90158912299444,122030000
2022-04-28,405.93096923828125,407.6673957249043,396.24313643650856,400.69328310824267,105449100
2022-04-29,390.92950439453125,404.0901605040377,390.17989845051727,401.9267653758565,145491100
2022-05-02,393.28271484375,394.64907282127996,384.3064963886446,390.99596335297906,158312500
2022-05-03,395.0855407714844,397.5051173465634,392.2199707737604,393.7856098060658,100028200
2022-05-04,407.1169738769531,407.68629441618054,392.5519991195414,395.7496456535838,144247900
